nama,f,m
pawyl,0.0,1.0
pawzi,0.0,1.0
pay,1.0,2.0
paya,5.0,2.0
payadh,0.0,1.0
payah,1.0,0.0
payak,1.0,0.0
payaman,0.0,1.0
payan,2.0,0.0
payana,0.0,2.0
payanah,1.0,0.0
payanti,1.0,0.0
payaq,2.0,0.0
payar,1.0,0.0
payatin,1.0,0.0
payed,0.0,1.0
payem,3.0,0.0
payena,1.0,0.0
payoga,0.0,1.0
payon,7.0,4.0
payong,4.0,31.0
paypinan,0.0,1.0
paysah,1.0,0.0
paysal,0.0,3.0
payu,0.0,1.0
payuk,5.0,0.0
payumi,1.0,0.0
payune,0.0,1.0
payung,42.0,44.0
payungaloh,0.0,1.0
payunglangi,2.0,1.0
payuyu,1.0,4.0
payzal,0.0,1.0
paza,0.0,1.0
pazhya,0.0,1.0
pazia,2.0,0.0
pazilah,1.0,0.0
pazlah,0.0,1.0
pazlia,1.0,0.0
pazlika,1.0,0.0
pazlina,2.0,0.0
pazo,0.0,1.0
pazri,0.0,6.0
pazriansyah,0.0,2.0
pazrin,0.0,2.0
pazriyanor,0.0,1.0
pazriyuni,1.0,0.0
pazry,0.0,1.0
pazzi,0.0,1.0
pazzini,0.0,1.0
pbriel,0.0,1.0
pc,0.0,1.0
pcw,0.0,1.0
pd,2.0,2.0
pdt,0.0,1.0
pe,0.0,1.0
pea,0.0,5.0
peaguero,0.0,1.0
peakurung,0.0,1.0
pean,0.0,1.0
pearl,4.0,0.0
pearlim,1.0,1.0
pearly,1.0,0.0
pearlyandha,0.0,1.0
pearlyn,1.0,0.0
peatricia,1.0,0.0
peb,1.0,0.0
pebaelvira,1.0,0.0
pebakirang,1.0,0.0
pebawing,1.0,0.0
pebayaq,0.0,1.0
pebbryan,0.0,1.0
pebby,6.0,1.0
pebbyana,1.0,0.0
pebbyanti,1.0,0.0
pebe,1.0,1.0
peberianti,1.0,0.0
peberiyani,1.0,0.0
pebi,5.0,2.0
pebian,0.0,1.0
pebiana,1.0,0.0
pebiani,2.0,0.0
pebiannor,0.0,1.0
pebiansyah,0.0,1.0
pebianty,1.0,0.0
pebie,0.0,1.0
pebiola,1.0,0.0
pebityadara,1.0,0.0
pebiyan,0.0,1.0
pebiyanti,3.0,0.0
pebiyanto,0.0,1.0
pebrawal,0.0,1.0
pebri,10.0,40.0
pebria,3.0,0.0
pebriadi,1.0,3.0
pebriady,1.0,1.0
pebrian,2.0,48.0
pebriana,25.0,1.0
pebriananda,1.0,1.0
pebrianawati,1.0,0.0
pebriandi,0.0,2.0
pebriandri,0.0,1.0
pebriani,56.0,3.0
pebrianie,1.0,0.0
pebrianna,1.0,0.0
pebriannur,0.0,1.0
pebriano,0.0,1.0
pebrianor,0.0,1.0
pebrians,0.0,1.0
pebriansa,0.0,1.0
pebriansyah,0.0,20.0
pebrianti,41.0,0.0
pebrianto,0.0,34.0
pebrianty,5.0,0.0
pebrianur,0.0,5.0
pebriany,3.0,0.0
pebriari,0.0,1.0
pebriasari,1.0,0.0
pebriasri,1.0,0.0
pebriastutik,1.0,0.0
pebriawan,0.0,1.0
pebricahyani,1.0,0.0
pebricia,1.0,0.0
pebrida,1.0,0.0
pebrie,0.0,1.0
pebrilla,1.0,0.0
pebrina,15.0,0.0
pebrindanov,0.0,1.0
pebrio,0.0,2.0
pebrisa,1.0,0.0
pebritama,0.0,1.0
pebriyadi,0.0,1.0
pebriyan,0.0,3.0
pebriyana,5.0,0.0
pebriyani,10.0,0.0
pebriyanni,1.0,0.0
pebriyanningsih,1.0,0.0
pebriyanti,29.0,0.0
pebriyanto,0.0,7.0
pebriyati,1.0,0.0
pebriyensip,1.0,0.0
pebriyono,0.0,1.0
pebriyowati,1.0,0.0
pebro,0.0,1.0
pebru,0.0,2.0
pebruana,1.0,0.0
pebruari,0.0,1.0
pebruariyanto,0.0,1.0
pebry,2.0,4.0
pebryan,0.0,3.0
pebryana,1.0,0.0
pebryandi,0.0,1.0
pebryani,1.0,0.0
pebryanti,4.0,0.0
pebryari,1.0,0.0
pebun,0.0,1.0
peby,5.0,0.0
pebyanti,1.0,0.0
peco,0.0,1.0
pectopah,0.0,1.0
pecy,1.0,0.0
peda,1.0,1.0
pedan,0.0,1.0
pedati,1.0,0.0
pedau,1.0,0.0
pedaya,0.0,1.0
pederiko,0.0,1.0
pedi,2.0,1.0
pedian,0.0,1.0
pedie,0.0,1.0
pedo,0.0,1.0
pedomanta,0.0,1.0
pedri,0.0,1.0
pedrian,0.0,2.0
pedriansah,0.0,1.0
pedriek,0.0,1.0
pedrik,0.0,1.0
pedriyanto,0.0,1.0
pedro,0.0,14.0
pedrosa,0.0,6.0
pedroza,0.0,1.0
peduli,0.0,1.0
peea,2.0,2.0
pefendri,0.0,1.0
pefri,0.0,1.0
pefriadi,0.0,1.0
pefrianus,0.0,1.0
pefriyani,1.0,0.0
pefriyanto,0.0,1.0
pega,1.0,2.0
pegang,1.0,0.0
pegar,0.0,1.0
pegau,1.0,2.0
pegawati,1.0,0.0
pegen,0.0,1.0
peggie,1.0,0.0
peggy,8.0,0.0
peggyta,1.0,0.0
pegi,1.0,0.0
pegiarto,0.0,1.0
pegoro,1.0,0.0
pegri,1.0,0.0
pegriadi,0.0,1.0
peha,0.0,1.0
pehan,1.0,6.0
pehang,1.0,2.0
pei,0.0,3.0
peilhy,1.0,0.0
peilohy,0.0,1.0
peily,1.0,0.0
peimen,0.0,1.0
peing,0.0,1.0
peiyu,1.0,0.0
peja,0.0,1.0
pejri,0.0,1.0
pejulan,1.0,0.0
pek,3.0,1.0
peka,1.0,5.0
pekalia,0.0,1.0
pekazaman,0.0,1.0
peke,0.0,4.0
pekerti,0.0,1.0
pekertiyani,1.0,0.0
peki,2.0,2.0
pekki,0.0,2.0
peksi,0.0,1.0
pektor,0.0,1.0
peku,2.0,0.0
pela,1.0,3.0
pelagia,1.0,0.0
pelahai,1.0,0.0
pelamonia,3.0,2.0
pelampang,1.0,0.0
pelan,0.0,2.0
pelana,0.0,1.0
pelangi,23.0,2.0
pelangka,1.0,0.0
pelani,1.0,11.0
pelantina,1.0,0.0
pelari,0.0,1.0
pelasari,1.0,0.0
pelate,0.0,1.0
pelatin,0.0,1.0
pelawi,3.0,5.0
pele,1.0,0.0
pelea,0.0,1.0
pelealu,5.0,5.0
peledan,0.0,1.0
peledu,0.0,1.0
pelemon,0.0,1.0
pelengi,0.0,1.0
pelesiana,1.0,0.0
pelewan,2.0,0.0
peley,1.0,1.0
pelga,0.0,1.0
peli,4.0,2.0
peliando,1.0,0.0
peliang,0.0,1.0
peliany,1.0,0.0
pelik,0.0,1.0
pelili,1.0,0.0
pelilin,3.0,0.0
pelimon,0.0,1.0
pelina,1.0,0.0
pelinda,1.0,0.0
pelinek,1.0,0.0
pelipus,1.0,7.0
pelis,4.0,2.0
pelisa,4.0,0.0
pelisia,1.0,0.0
pelisianus,0.0,2.0
pelisitas,1.0,0.0
peliska,1.0,0.0
pelisonedi,0.0,1.0
pelita,4.0,7.0
pelitawati,1.0,0.0
pelitawaty,1.0,0.0
peliwati,1.0,0.0
peliyanti,1.0,0.0
peliyanto,0.0,1.0
peliza,1.0,0.0
pella,0.0,4.0
pellawa,0.0,1.0
pelle,4.0,8.0
pelleng,3.0,0.0
pello,0.0,2.0
pelman,0.0,1.0
pelmy,1.0,0.0
pelni,0.0,1.0
pelniati,1.0,0.0
pelo,0.0,3.0
peloi,0.0,1.0
pelomina,1.0,0.0
pelowasa,0.0,1.0
peltiawan,0.0,1.0
peltres,1.0,0.0
pelu,3.0,0.0
pelupessy,2.0,2.0
pely,1.0,0.0
pemaja,0.0,1.0
pemana,1.0,0.0
pemanda,0.0,1.0
pemandi,0.0,1.0
pemarman,0.0,1.0
pemasi,0.0,1.0
pemba,1.0,0.0
pembajeng,1.0,0.0
pembayun,5.0,0.0
pembeu,1.0,0.0
pembia,1.0,0.0
pembo,0.0,2.0
pembudi,0.0,1.0
peme,1.0,0.0
pemerena,0.0,1.0
pemi,2.0,0.0
pemila,1.0,0.0
pemilia,1.0,0.0
pemilih,1.0,0.0
pemilio,1.0,0.0
pemilu,1.0,0.0
pemiluwati,1.0,0.0
pemma,1.0,0.0
pemud,0.0,1.0
pemuda,0.0,2.0
pemula,0.0,1.0
pen,0.0,1.0
pena,3.0,2.0
penama,0.0,1.0
penamelo,0.0,1.0
penana,1.0,1.0
penangsang,0.0,1.0
penas,0.0,1.0
penatas,0.0,1.0
penate,1.0,0.0
penaten,3.0,0.0
penati,1.0,0.0
pencau,0.0,1.0
penco,2.0,1.0
penda,2.0,1.0
pendang,1.0,0.0
pendari,1.0,0.0
pendasari,1.0,0.0
pendawa,0.0,1.0
pendawi,1.0,0.0
pende,0.0,3.0
pendi,0.0,61.0
pendiansyah,0.0,2.0
pendik,0.0,4.0
pendo,0.0,1.0
pendong,1.0,1.0
pendri,0.0,2.0
pendy,0.0,2.0
pene,0.0,1.0
penegion,0.0,1.0
penehas,0.0,1.0
penekenan,1.0,0.0
penemuan,0.0,1.0
pener,0.0,1.0
penerima,1.0,0.0
peng,0.0,5.0
penga,0.0,1.0
penganti,1.0,0.0
pengemanan,0.0,1.0
pengertin,0.0,1.0
pengesti,2.0,0.0
pengestu,2.0,4.0
pengga,0.0,2.0
penggalih,1.0,0.0
penggelapan,1.0,1.0
penggeng,0.0,1.0
penghibur,0.0,1.0
pengian,2.0,0.0
pengke,0.0,1.0
pengky,0.0,2.0
pengukir,1.0,0.0
peni,85.0,11.0
penianti,1.0,0.0
peniati,1.0,0.0
penichia,1.0,0.0
penie,1.0,0.0
peniel,0.0,2.0
peniely,1.0,0.0
penigiawati,1.0,0.0
peniharyati,1.0,0.0
penik,1.0,0.0
penine,1.0,0.0
penipuan,1.0,1.0
penisar,0.0,1.0
penitalar,1.0,0.0
penitasari,1.0,0.0
peniulu,1.0,0.0
peniwati,1.0,0.0
peniyanti,1.0,0.0
penjahitan,1.0,0.0
penjaitas,0.0,1.0
penji,0.0,1.0
penna,2.0,2.0
pennas,1.0,0.0
pennilia,1.0,0.0
penniwati,1.0,0.0
penny,13.0,1.0
peno,2.0,1.0
pensi,0.0,1.0
pensius,0.0,1.0
penta,4.0,6.0
pentaedi,0.0,1.0
pentagon,0.0,1.0
pentakon,0.0,1.0
pentania,1.0,0.0
penti,1.0,0.0
penties,1.0,0.0
pento,2.0,0.0
pentor,0.0,2.0
penty,1.0,0.0
penu,2.0,0.0
penung,1.0,0.0
penwyn,0.0,1.0
peny,11.0,0.0
penyang,1.0,1.0
penyangding,0.0,1.0
penze,1.0,0.0
peorwono,0.0,1.0
pepak,0.0,2.0
pepayosa,1.0,0.0
pepbiana,1.0,0.0
pepbrianti,1.0,0.0
pepbrianur,0.0,1.0
pepen,0.0,4.0
pepi,7.0,0.0
pepia,1.0,0.0
peppi,1.0,0.0
peppy,2.0,0.0
pepri,0.0,1.0
pepriady,0.0,1.0
peprian,0.0,1.0
pepriani,3.0,0.0
peprianto,0.0,3.0
peprina,1.0,0.0
pepsisuana,1.0,0.0
pepta,0.0,1.0
pepy,2.0,0.0
per,0.0,1.0
pera,8.0,4.0
perada,14.0,0.0
peradana,0.0,4.0
perade,0.0,1.0
peradi,0.0,1.0
perah,1.0,0.0
peraja,0.0,1.0
perakasiwi,1.0,0.0
peral,1.0,0.0
perali,0.0,1.0
peramayuda,0.0,1.0
peramita,1.0,0.0
peramuja,0.0,1.0
peran,0.0,1.0
perana,0.0,1.0
peranajaya,0.0,1.0
perananjaya,0.0,1.0
peranata,0.0,1.0
peranda,1.0,0.0
perang,0.0,1.0
perangian,0.0,1.0
perangin,6.0,13.0
peranginangin,9.0,7.0
perani,0.0,1.0
peransiska,1.0,0.0
peransiskus,0.0,1.0
peransistor,0.0,1.0
peranti,1.0,0.0
perapti,1.0,0.0
perasa,0.0,1.0
peraseko,0.0,1.0
perasetia,0.0,1.0
perasetyo,0.0,1.0
perason,1.0,0.0
perastiyo,0.0,1.0
perastyo,0.0,1.0
peratama,0.0,10.0
peratiwi,3.0,0.0
perawahyuni,1.0,0.0
perawanti,1.0,0.0
perawati,22.0,0.0
perawatia,1.0,0.0
perawatinoor,1.0,0.0
perawi,0.0,1.0
perawita,1.0,0.0
peraya,0.0,1.0
perayanti,2.0,0.0
perayati,1.0,0.0
perayoga,0.0,3.0
perayogo,0.0,1.0
perbatasari,3.0,0.0
perbati,1.0,0.0
perbawani,1.0,0.0
perbayu,0.0,1.0
perboire,0.0,1.0
perbowo,0.0,1.0
perda,1.0,0.0
perdamaian,1.0,1.0
perdamayanti,1.0,0.0
perdamean,0.0,1.0
perdana,44.0,479.0
perdananta,0.0,1.0
perdanasari,1.0,0.0
perdanasuri,0.0,1.0
perdanata,0.0,1.0
perdanawati,1.0,0.0
perdani,2.0,1.0
perdata,0.0,4.0
perdatadi,0.0,1.0
perdataningtyas,1.0,0.0
perdhan,0.0,2.0
perdhana,0.0,7.0
perdhania,2.0,0.0
perdhea,1.0,0.0
perdi,0.0,34.0
perdian,1.0,13.0
perdiandi,0.0,1.0
perdiani,2.0,0.0
perdiansah,0.0,2.0
perdiansyah,0.0,19.0
perdianti,1.0,0.0
perdianto,0.0,2.0
perdianus,0.0,1.0
perdina,2.0,0.0
perdinan,0.0,5.0
perdinaresa,0.0,1.0
perdinasari,1.0,0.0
perdiyan,0.0,1.0
perdiyanto,0.0,2.0
perdiyanur,0.0,1.0
perdy,0.0,6.0
perdyanus,0.0,1.0
perdyanzah,0.0,1.0
perdym,0.0,1.0
perdynata,1.0,0.0
pere,4.0,2.0
peregrine,0.0,1.0
peregrinus,0.0,2.0
pereh,1.0,0.0
pereira,1.0,7.0
peren,1.0,0.0
peres,0.0,5.0
peresli,0.0,1.0
perestia,1.0,0.0
perestiani,2.0,0.0
perestika,1.0,0.0
perestroika,1.0,0.0
perez,1.0,3.0
perfi,1.0,0.0
pergiawan,0.0,1.0
pergina,0.0,1.0
pergiono,0.0,1.0
pergiwati,1.0,0.0
perhan,5.0,0.0
peri,3.0,25.0
periadi,0.0,1.0
periai,0.0,1.0
perian,0.0,1.0
periana,2.0,0.0
perianda,0.0,1.0
periangerirawan,0.0,1.0
periani,2.0,0.0
periansyah,0.0,6.0
perianti,3.0,0.0
perianto,0.0,4.0
perianton,0.0,2.0
periasmy,0.0,1.0
periati,1.0,0.0
periawan,0.0,1.0
perida,3.0,0.0
peridi,0.0,1.0
peridiansyah,0.0,1.0
peridianto,0.0,1.0
periduwi,0.0,1.0
periduwisantoso,0.0,1.0
perie,0.0,1.0
perihartono,0.0,1.0
perihatin,1.0,1.0
perika,1.0,0.0
perilly,1.0,0.0
perima,0.0,1.0
periman,1.0,0.0
perin,0.0,1.0
perinance,0.0,1.0
perinda,1.0,0.0
peringatan,0.0,1.0
peringau,1.0,0.0
perintis,0.0,1.0
peris,3.0,1.0
periska,1.0,0.0
periskila,1.0,0.0
perista,1.0,0.0
peristiwa,1.0,0.0
peristiwahyudi,0.0,1.0
peristiwanto,0.0,1.0
peristiwanty,1.0,0.0
peristiwati,2.0,0.0
peristiwi,1.0,0.0
perita,1.0,0.0
periwati,1.0,0.0
periyadi,0.0,1.0
periyansyah,0.0,1.0
periyanto,0.0,6.0
periyati,1.0,0.0
periyatni,1.0,0.0
periza,0.0,2.0
perizavitri,1.0,0.0
perizkiyan,0.0,1.0
perjuangan,0.0,1.0
perkara,0.0,1.0
perkasa,0.0,69.0
perkasah,0.0,1.0
perkhasa,0.0,2.0
perkins,1.0,0.0
perla,1.0,0.0
perlawanan,0.0,1.0
perli,0.0,4.0
perliando,0.0,1.0
perliansyah,0.0,1.0
perlin,3.0,0.0
perlina,2.0,0.0
perlinda,1.0,0.0
perlindungan,0.0,1.0
perlino,0.0,1.0
perlita,7.0,0.0
perliyanti,1.0,0.0
perluigi,0.0,1.0
perly,0.0,1.0
perma,1.0,0.0
permadana,0.0,1.0
permadani,21.0,4.0
permaddy,0.0,1.0
permadhani,2.0,0.0
permadhi,3.0,3.0
permadi,12.0,118.0
permadianto,0.0,1.0
permadie,0.0,1.0
permady,0.0,4.0
permai,2.0,1.0
permaisari,3.0,0.0
permaisuli,1.0,0.0
permaisuri,2.0,0.0
permaisuryani,1.0,0.0
permala,1.0,0.0
permalayanti,1.0,0.0
permalita,1.0,0.0
perman,0.0,1.0
permana,64.0,454.0
permanagarra,0.0,1.0
permanasari,7.0,0.0
permang,0.0,1.0
permani,6.0,0.0
permanik,1.0,0.0
permanita,1.0,0.0
permansyah,0.0,4.0
permasih,1.0,0.0
permata,465.0,10.0
permatahati,2.0,0.0
permataningtyas,1.0,0.0
permataputri,1.0,0.0
permatasari,274.0,1.0
permatasary,1.0,0.0
permatasati,1.0,0.0
permatashari,1.0,0.0
permatawati,3.0,0.0
permia,1.0,0.0
permina,1.0,2.0
perminas,1.0,2.0
perminawati,2.0,0.0
permita,1.0,0.0
permitasari,2.0,0.0
permono,0.0,7.0
pernadi,0.0,1.0
pernah,1.0,0.0
pernaldi,0.0,1.0
pernama,1.0,1.0
pernamasari,2.0,0.0
pernanda,1.0,11.0
pernandes,0.0,5.0
pernandha,0.0,1.0
pernando,0.0,20.0
pernanto,0.0,2.0
pernawan,0.0,2.0
pernengetan,1.0,0.0
pernika,1.0,0.0
pernita,2.0,0.0
pernyata,0.0,4.0
pero,2.0,6.0
perolina,1.0,0.0
peromada,2.0,1.0
peronela,1.0,0.0
peronica,1.0,0.0
peronika,10.0,0.0
peronikd,1.0,0.0
perpe,2.0,0.0
perpetua,2.0,0.0
perrawati,1.0,0.0
perreira,0.0,1.0
perri,0.0,3.0
perry,0.0,5.0
perryansyah,0.0,1.0
persa,1.0,0.0
persada,1.0,18.0
persadanta,0.0,3.0
persailles,0.0,1.0
persanta,0.0,1.0
persanti,1.0,0.0
persawan,1.0,2.0
perseng,0.0,1.0
perserowati,1.0,0.0
perseveranda,1.0,0.0
persia,1.0,0.0
persie,1.0,1.0
persilka,1.0,0.0
persing,0.0,2.0
persisca,2.0,0.0
persitawati,2.0,0.0
perslia,1.0,0.0
persyadha,0.0,1.0
pertama,2.0,8.0
pertamalita,1.0,0.0
pertamawati,2.0,0.0
pertamawaty,1.0,0.0
pertangbi,1.0,0.0
perti,2.0,0.0
pertiti,1.0,0.0
pertiwi,313.0,2.0
pertiwibowo,0.0,4.0
pertiwiningrum,1.0,0.0
pertiwy,1.0,0.0
pertrianti,1.0,0.0
perucha,1.0,0.0
perudi,0.0,1.0
perun,0.0,2.0
perunan,1.0,0.0
perwana,1.0,0.0
perwanti,2.0,0.0
perwanto,0.0,2.0
perwari,1.0,0.0
perwasih,1.0,0.0
perwati,3.0,0.0
perwaty,2.0,0.0
perwira,1.0,31.0
perwiradinata,0.0,1.0
perwiratama,0.0,1.0
perwiro,0.0,2.0
perwita,13.0,3.0
perwitasari,7.0,0.0
perwoko,0.0,1.0
pery,3.0,6.0
peryadi,0.0,1.0
peryanto,0.0,1.0
pesa,2.0,1.0
pesach,0.0,1.0
pesak,2.0,7.0
pesan,0.0,2.0
pese,0.0,2.0
pesesa,1.0,0.0
pesho,0.0,1.0
pesi,1.0,0.0
pesik,4.0,3.0
pesirau,1.0,0.0
pesireron,3.0,0.0
pesiwarissa,0.0,1.0
peso,0.0,1.0
pesoba,1.0,0.0
pesona,3.0,2.0
pesongsoa,1.0,0.0
pessah,2.0,0.0
pessak,2.0,4.0
pessy,1.0,0.0
pesta,5.0,3.0
pestaria,1.0,0.0
pestawati,1.0,0.0
pesut,0.0,1.0
peta,1.0,0.0
petaponi,1.0,0.0
petaria,1.0,0.0
petbianti,1.0,0.0
pete,2.0,0.0
peten,0.0,4.0
petenhala,0.0,1.0
petenkoda,1.0,0.0
peter,3.0,42.0
peteranajaya,0.0,1.0
peternick,0.0,1.0
peters,0.0,1.0
peterson,0.0,9.0
peterus,0.0,4.0
pethra,0.0,1.0
pethriomega,0.0,1.0
pethu,0.0,1.0
peti,5.0,1.0
petikarina,1.0,0.0
petir,0.0,1.0
petit,0.0,1.0
petiwi,0.0,1.0
petlisa,1.0,0.0
petni,1.0,0.0
petra,5.0,21.0
petracivo,0.0,1.0
petranila,1.0,0.0
petranita,1.0,0.0
petrasea,1.0,0.0
petri,0.0,2.0
petriana,2.0,1.0
petric,0.0,2.0
petrich,0.0,1.0
petricia,1.0,0.0
petrick,0.0,1.0
petrijansah,0.0,1.0
petrik,0.0,2.0
petrika,2.0,0.0
petrisia,5.0,0.0
petrisius,0.0,2.0
petrix,0.0,1.0
petro,1.0,3.0
petroneila,1.0,0.0
petronela,34.0,0.0
petronella,5.0,0.0
petronilla,1.0,0.0
petronius,0.0,1.0
petros,0.0,1.0
petrosa,2.0,0.0
petrosea,2.0,0.0
petrosia,1.0,0.0
petrowanto,0.0,1.0
petrucci,0.0,1.0
petruk,1.0,0.0
petrus,9.0,328.0
petta,6.0,8.0
pettalolo,5.0,1.0
pettel,1.0,0.0
petter,0.0,2.0
pettidor,1.0,0.0
pettriem,1.0,0.0
pettum,1.0,0.0
petty,7.0,0.0
petu,0.0,1.0
petuage,1.0,0.0
petula,1.0,0.0
petut,0.0,1.0
pety,1.0,0.0
peubu,0.0,1.0
peugeot,0.0,1.0
peulun,1.0,0.0
peur,0.0,1.0
peuuma,0.0,1.0
pevhita,1.0,0.0
pevilia,1.0,0.0
peviola,1.0,0.0
pevita,2.0,0.0
pevriyanti,1.0,0.0
pewa,0.0,2.0
pewai,0.0,2.0
pewangi,0.0,1.0
pewira,1.0,0.0
pey,1.0,1.0
peybe,1.0,0.0
peybi,1.0,0.0
peydi,0.0,1.0
pgbayu,0.0,1.0
phadiakara,0.0,1.0
phadma,1.0,0.0
phaedra,1.0,0.0
phak,0.0,1.0
phala,0.0,1.0
phalaguna,0.0,1.0
phalamia,1.0,0.0
phalefie,0.0,1.0
phalevi,0.0,1.0
phalevie,0.0,1.0
phalipi,0.0,1.0
phaloities,1.0,0.0
phalosa,0.0,1.0
phaloza,1.0,0.0
phalupi,1.0,0.0
phambudi,0.0,2.0
phan,1.0,0.0
phandiangan,1.0,3.0
phandy,2.0,0.0
phang,6.0,9.0
phangestu,3.0,3.0
phani,0.0,2.0
phanos,0.0,1.0
phanyputra,0.0,2.0
phanyputri,1.0,0.0
pharel,0.0,1.0
pharhan,2.0,1.0
phari,1.0,0.0
pharis,0.0,1.0
pharisia,1.0,0.0
pharisy,0.0,1.0
pharmita,1.0,0.0
pharno,0.0,1.0
phasa,0.0,1.0
phascalis,0.0,2.0
phasya,2.0,4.0
phatarai,0.0,1.0
phatarina,1.0,0.0
phathoma,1.0,0.0
phaulin,1.0,0.0
phay,0.0,1.0
phelia,6.0,0.0
phelipus,0.0,1.0
pheliza,1.0,0.0
phema,1.0,0.0
phemi,1.0,0.0
pheng,2.0,2.0
phenitha,1.0,0.0
pherdana,0.0,1.0
pherdylah,0.0,1.0
phermadi,0.0,1.0
phermana,0.0,1.0
pheryskila,1.0,0.0
pheter,0.0,1.0
phetra,0.0,1.0
phi,0.0,2.0
phia,1.0,0.0
phiau,0.0,1.0
phielomena,1.0,0.0
phien,0.0,1.0
phienix,1.0,0.0
phikanan,0.0,1.0
philan,0.0,1.0
philanthropia,0.0,1.0
philar,0.0,1.0
philein,1.0,0.0
philet,1.0,0.0
phili,0.0,1.0
philia,3.0,0.0
philiawaty,1.0,0.0
philief,0.0,1.0
philif,0.0,1.0
philip,0.0,26.0
philipi,0.0,1.0
philippe,0.0,1.0
philippine,1.0,0.0
philips,0.0,8.0
philipus,0.0,29.0
philla,1.0,0.0
phillia,1.0,0.0
phillida,1.0,0.0
phillip,0.0,9.0
phillips,0.0,1.0
phillipus,0.0,1.0
philmardo,0.0,1.0
philo,2.0,0.0
philomena,5.0,0.0
philotra,0.0,1.0
philya,1.0,0.0
philyp,0.0,1.0
phin,1.0,2.0
phina,1.0,0.0
phinanditha,0.0,1.0
phinardi,0.0,2.0
phing,15.0,2.0
phinisi,0.0,1.0
phinkan,1.0,0.0
phio,0.0,1.0
phiong,1.0,0.0
phirnanda,0.0,1.0
phisau,1.0,0.0
phitaloka,1.0,0.0
phiter,0.0,1.0
phius,0.0,1.0
phl,0.0,1.0
phlumban,0.0,1.0
pho,0.0,1.0
phoa,1.0,0.0
phoanto,1.0,0.0
phoarto,1.0,0.0
phodo,0.0,1.0
phoebe,4.0,0.0
phoen,0.0,1.0
phoenix,0.0,4.0
phohan,0.0,1.0
pholhaupessy,1.0,0.0
phon,0.0,1.0
phong,1.0,0.0
phonik,2.0,0.0
phonny,1.0,0.0
phonsiana,1.0,0.0
phoster,0.0,1.0
photina,1.0,0.0
phuan,1.0,0.0
phuaris,0.0,1.0
phudrie,1.0,0.0
phui,1.0,0.0
phujamin,0.0,1.0
phung,2.0,3.0
phurna,0.0,1.0
phute,1.0,0.0
phutie,1.0,0.0
phutra,0.0,1.0
phutri,2.0,0.0
phyerpives,0.0,1.0
phylea,1.0,0.0
phylesha,1.0,0.0
phytaloka,1.0,0.0
pi,5.0,2.0
pia,11.0,0.0
piagam,0.0,1.0
piaggio,0.0,1.0
piagio,0.0,1.0
piah,6.0,0.0
piak,0.0,1.0
piala,1.0,0.0
piali,0.0,1.0
pialita,1.0,0.0
piamat,1.0,0.0
piamba,0.0,1.0
pian,0.0,7.0
piana,2.0,0.0
pianah,1.0,0.0
pianaung,3.0,1.0
pianda,0.0,1.0
piandhita,1.0,0.0
piang,1.0,1.0
piani,10.0,1.0
pianis,1.0,0.0
pianka,1.0,0.0
pianri,1.0,0.0
piansyah,0.0,2.0
pianti,4.0,0.0
pianto,0.0,3.0
piantoro,0.0,1.0
pianus,0.0,3.0
piar,2.0,2.0
piara,0.0,4.0
piarsal,0.0,1.0
piasi,1.0,0.0
piasse,0.0,1.0
piatar,0.0,1.0
piati,4.0,0.0
piatu,0.0,2.0
piatun,1.0,0.0
piaw,0.0,1.0
piay,0.0,1.0
piayah,1.0,0.0
piayantimala,1.0,0.0
piber,0.0,1.0
pibiana,1.0,0.0
pibrian,0.0,1.0
pibriani,1.0,0.0
pibrianti,2.0,0.0
pibruanto,0.0,1.0
pica,1.0,0.0
pical,0.0,1.0
picanussa,2.0,0.0
picasauw,2.0,1.0
picasouw,5.0,9.0
piccason,0.0,1.0
piccolo,0.0,1.0
picesty,1.0,0.0
pichaditi,1.0,0.0
pichard,0.0,1.0
picing,3.0,0.0
pick,0.0,1.0
picky,0.0,1.0
picsesha,1.0,0.0
picter,0.0,1.0
pictoria,1.0,0.0
pictory,0.0,1.0
pida,8.0,2.0
pidada,1.0,0.0
pidah,2.0,0.0
pidai,1.0,0.0
pidang,10.0,0.0
pidarmah,1.0,0.0
pidarmansyah,0.0,1.0
pidarta,1.0,0.0
pidding,0.0,1.0
piddu,0.0,1.0
pide,0.0,5.0
pidei,0.0,3.0
pidek,0.0,1.0
pidel,0.0,1.0
pidelfia,1.0,0.0
pidha,0.0,1.0
pidi,0.0,1.0
pidiah,1.0,0.0
pidiani,1.0,0.0
pidianingrun,1.0,0.0
pidiyah,1.0,0.0
pidiyanto,0.0,1.0
pidjay,0.0,2.0
pidjo,1.0,0.0
pidra,1.0,0.0
pidri,0.0,1.0
pidu,0.0,2.0
pidun,4.0,0.0
pie,2.0,1.0
piedeb,0.0,1.0
pien,1.0,0.0
pieneza,1.0,0.0
pieng,0.0,1.0
pierce,0.0,1.0
pierdi,0.0,1.0
piere,0.0,4.0
piero,0.0,6.0
pierre,0.0,8.0
piescendo,0.0,1.0
pieska,1.0,0.0
piet,0.0,4.0
pieta,0.0,1.0
pieter,1.0,25.0
pieters,0.0,1.0
pieterson,0.0,1.0
pietersz,3.0,4.0
pieth,0.0,1.0
piethein,0.0,1.0
piether,2.0,5.0
pieti,1.0,0.0
pietra,0.0,1.0
pietres,0.0,1.0
