nama,f,m
pietro,0.0,1.0
pifi,1.0,0.0
pifit,1.0,0.0
pigi,0.0,1.0
pigo,1.0,1.0
pigon,0.0,1.0
pihawati,1.0,0.0
pihika,1.0,0.0
pihilipus,1.0,0.0
pihirudin,0.0,1.0
pihok,1.0,0.0
pihu,1.0,0.0
pii,1.0,0.0
piin,2.0,0.0
pijai,0.0,4.0
pijar,1.0,5.0
pijariano,0.0,1.0
pijarnarko,0.0,1.0
pijaya,0.0,1.0
pije,0.0,1.0
pijer,0.0,1.0
pijiati,1.0,0.0
pijo,0.0,2.0
pik,3.0,0.0
pika,12.0,0.0
pikal,0.0,4.0
pikan,0.0,1.0
pikayanti,1.0,0.0
pike,1.0,1.0
pikha,1.0,0.0
pikhol,0.0,1.0
piki,1.0,2.0
pikkir,0.0,1.0
pikkri,0.0,1.0
pikran,0.0,3.0
pikri,0.0,12.0
pikriyanur,0.0,1.0
piksak,0.0,1.0
piktor,0.0,1.0
piktoria,1.0,0.0
pikuat,0.0,1.0
pil,0.0,1.0
pila,3.0,0.0
pilah,1.0,0.0
pilaikah,1.0,0.0
pilan,1.0,0.0
pilandu,0.0,1.0
pilani,0.0,1.0
pilar,1.0,2.0
pilawati,1.0,0.0
pilda,0.0,1.0
pildash,0.0,1.0
pile,2.0,3.0
pilean,1.0,0.0
pili,8.0,1.0
piliana,1.0,0.0
piliang,2.0,4.0
pilianti,2.0,0.0
piliantika,1.0,0.0
piliati,1.0,0.0
pilih,1.0,0.0
pilihani,1.0,0.0
pilihu,0.0,1.0
pilin,1.0,0.0
pilinama,0.0,1.0
pilip,0.0,1.0
piliphus,0.0,1.0
pilipina,1.0,0.0
pilipus,5.0,17.0
pilis,0.0,1.0
pilla,2.0,0.0
pillar,0.0,1.0
pillayati,1.0,0.0
pilli,1.0,0.0
pillian,0.0,1.0
pillipe,0.0,1.0
pilo,1.0,0.0
pilohima,2.0,11.0
pilok,0.0,2.0
pilu,0.0,2.0
pilus,0.0,1.0
pim,1.0,0.0
pima,3.0,1.0
pimada,1.0,2.0
pimau,0.0,1.0
pimi,1.0,0.0
pimky,1.0,0.0
pimpi,1.0,0.0
pimpin,1.0,4.0
pimpong,0.0,1.0
pin,5.0,6.0
pina,33.0,2.0
pinadi,0.0,1.0
pinafuli,1.0,0.0
pinaga,0.0,1.0
pinah,4.0,0.0
pinaka,1.0,0.0
pinake,0.0,1.0
pinakesti,1.0,0.0
pinalia,1.0,0.0
pinanda,2.0,2.0
pinandar,0.0,2.0
pinandhita,0.0,1.0
pinandita,0.0,1.0
pinandito,0.0,4.0
pinandra,0.0,1.0
pinang,1.0,5.0
pinangsari,1.0,0.0
pinangsri,0.0,1.0
pinaning,1.0,0.0
pinantaan,0.0,1.0
pinanti,10.0,0.0
pinanto,0.0,1.0
pinantoan,0.0,1.0
pinaonalia,1.0,0.0
pinardi,0.0,2.0
pinaria,1.0,0.0
pinaring,1.0,0.0
pinaringan,0.0,2.0
pinarno,0.0,1.0
pinarsih,5.0,0.0
pinarti,1.0,0.0
pinartiati,1.0,0.0
pinase,1.0,0.0
pinasih,1.0,0.0
pinasthi,3.0,0.0
pinasthika,2.0,2.0
pinasthiko,0.0,1.0
pinasti,8.0,4.0
pinastika,1.0,0.0
pinata,1.0,0.0
pinawar,1.0,0.0
pinawati,2.0,0.0
pinaya,1.0,0.0
pinayungan,1.0,0.0
pinca,1.0,0.0
pince,11.0,0.0
pinces,0.0,1.0
pinci,0.0,1.0
pinda,2.0,1.0
pindah,4.0,7.0
pindaha,0.0,1.0
pindan,8.0,0.0
pindarwisanto,0.0,1.0
pindho,0.0,1.0
pindi,1.0,5.0
pindiani,1.0,0.0
pindianor,0.0,1.0
pindo,0.0,1.0
pindowati,1.0,0.0
pindu,0.0,1.0
pine,1.0,0.0
pinem,6.0,10.0
pinensia,1.0,0.0
pinezar,0.0,1.0
ping,59.0,10.0
pinga,0.0,1.0
pinggir,0.0,1.0
pingi,0.0,1.0
pingka,1.0,0.0
pingkan,12.0,0.0
pingkhi,1.0,0.0
pingki,6.0,2.0
pingkir,0.0,1.0
pingky,8.0,1.0
pinglie,1.0,0.0
pingo,0.0,1.0
pini,3.0,3.0
piniati,2.0,0.0
pinilih,0.0,2.0
pinina,1.0,0.0
pininda,1.0,0.0
pininto,0.0,1.0
pinisipilawati,1.0,0.0
pink,9.0,0.0
pinka,1.0,0.0
pinkan,18.0,0.0
pinki,1.0,0.0
pinkutri,1.0,0.0
pinky,6.0,1.0
pinna,1.0,0.0
pinnokx,1.0,0.0
pino,1.0,4.0
pinologot,1.0,0.0
pinomo,0.0,1.0
pinondang,2.0,3.0
pinontoan,6.0,9.0
pinot,0.0,1.0
pinpiani,1.0,0.0
pinra,1.0,0.0
pinsensia,1.0,0.0
pinta,7.0,2.0
pintaka,2.0,0.0
pintaningtyas,1.0,0.0
pintar,0.0,1.0
pintara,0.0,1.0
pintaria,0.0,1.0
pintarti,1.0,0.0
pintauli,1.0,0.0
pinte,1.0,0.0
pinten,1.0,1.0
pinto,0.0,1.0
pintoko,0.0,1.0
pintono,0.0,1.0
pintor,0.0,1.0
pintu,1.0,1.0
pintubatu,0.0,4.0
pinu,2.0,1.0
pinujo,0.0,1.0
pinundi,1.0,0.0
pinunjul,0.0,1.0
pinur,0.0,1.0
pinurbowo,0.0,1.0
pinus,0.0,1.0
pio,1.0,9.0
piola,2.0,1.0
piolentina,1.0,0.0
piolina,1.0,0.0
piolita,2.0,0.0
pion,0.0,2.0
piona,2.0,0.0
pioneer,0.0,2.0
pionisius,0.0,1.0
piono,0.0,1.0
piora,0.0,1.0
pipang,0.0,2.0
pipe,0.0,1.0
pipen,0.0,1.0
pipi,3.0,0.0
pipiani,1.0,0.0
pipie,2.0,0.0
pipien,2.0,0.0
pipiet,2.0,0.0
pipih,3.0,0.0
pipii,1.0,2.0
pipik,1.0,0.0
pipin,32.0,17.0
piping,0.0,1.0
pipit,54.0,14.0
pipitda,1.0,0.0
pipiyani,1.0,0.0
pipuk,1.0,0.0
piqardina,1.0,0.0
piqrah,1.0,0.0
piqri,1.0,3.0
piqriah,2.0,0.0
pir,0.0,1.0
pira,3.0,1.0
piraan,0.0,1.0
pirade,18.0,25.0
piramli,0.0,2.0
piran,9.0,11.0
pirana,2.0,0.0
pirando,0.0,1.0
pirang,1.0,0.0
piransyah,0.0,1.0
piranti,4.0,0.0
pirantika,1.0,0.0
pirasman,0.0,1.0
pirawati,1.0,0.0
pirda,5.0,3.0
pirdanur,1.0,0.0
pirdasari,1.0,0.0
pirdaus,1.0,28.0
pirdausa,0.0,1.0
pirdawati,1.0,0.0
pirdayanti,2.0,0.0
pirdha,0.0,1.0
pirdian,0.0,1.0
pirdiana,1.0,0.0
pirdon,0.0,1.0
pire,1.0,0.0
pireina,2.0,0.0
pireno,0.0,1.0
pires,2.0,1.0
pirgo,0.0,1.0
pirhan,0.0,1.0
pirhayat,2.0,3.0
piri,8.0,7.0
piriati,1.0,0.0
piriel,0.0,1.0
pirin,0.0,1.0
pirio,0.0,1.0
piris,1.0,0.0
pirjatullah,0.0,1.0
pirlana,0.0,1.0
pirlansyah,0.0,1.0
pirli,0.0,1.0
pirlo,0.0,4.0
pirly,1.0,0.0
pirma,0.0,1.0
pirman,0.0,24.0
pirmanda,0.0,1.0
pirmang,0.0,1.0
pirmansah,0.0,3.0
pirmansyah,0.0,11.0
pirmanto,0.0,3.0
pirmasari,0.0,1.0
pirmawati,1.0,0.0
pirmiyati,1.0,0.0
pirna,2.0,0.0
pirnadi,0.0,3.0
pirnadiani,1.0,0.0
pirnando,0.0,3.0
pirnaning,1.0,0.0
pirnawati,3.0,0.0
pirno,0.0,1.0
piro,1.0,0.0
pirri,1.0,0.0
pirrisky,0.0,1.0
piru,1.0,2.0
pirus,0.0,1.0
pirut,0.0,1.0
pirwadi,0.0,1.0
pirwan,0.0,2.0
piry,1.0,0.0
pirzada,0.0,1.0
pirzilianty,1.0,0.0
pisah,1.0,1.0
pisanis,0.0,1.0
pisca,0.0,1.0
piscalena,1.0,0.0
piscarino,0.0,1.0
piscela,1.0,0.0
pisces,2.0,0.0
piscesa,1.0,0.0
piscesar,0.0,1.0
piscessa,1.0,0.0
pisda,1.0,0.0
pisganidy,1.0,0.0
piska,2.0,0.0
pisko,0.0,1.0
pisnawati,1.0,0.0
pispara,1.0,0.0
pissing,0.0,1.0
pissorth,1.0,1.0
pisstama,1.0,1.0
pisteuien,0.0,1.0
piston,0.0,1.0
pisu,0.0,1.0
piswan,0.0,1.0
pit,10.0,1.0
pita,36.0,1.0
pitaan,1.0,0.0
pitah,1.0,1.0
pitajeng,1.0,0.0
pitalia,1.0,0.0
pitalis,0.0,1.0
pitaloka,50.0,1.0
pitalokasari,1.0,0.0
pitaman,0.0,1.0
pitang,1.0,1.0
pitaninggar,1.0,0.0
pitaningsih,1.0,0.0
pitara,1.0,0.0
pitarto,0.0,2.0
pitasari,8.0,0.0
pitauli,1.0,0.0
pitawangi,1.0,0.0
pitayah,1.0,0.0
pitayani,2.0,0.0
pitayanti,1.0,0.0
pitayanto,0.0,1.0
pitdin,0.0,1.0
pite,1.0,0.0
piter,4.0,53.0
piteriani,1.0,0.0
piterman,0.0,1.0
piternellie,1.0,0.0
piters,0.0,1.0
pitersina,1.0,0.0
piterson,0.0,1.0
pitertulak,0.0,1.0
pithein,0.0,1.0
pither,4.0,31.0
pithiri,0.0,1.0
piti,1.0,0.0
pitia,1.0,0.0
pitiha,0.0,1.0
pitiri,0.0,1.0
pitjoyli,1.0,0.0
pitli,0.0,1.0
pitliansyah,0.0,1.0
pitlo,0.0,1.0
pitma,0.0,1.0
pitnar,0.0,1.0
pitnata,1.0,0.0
pito,0.0,4.0
piton,0.0,1.0
pitong,0.0,1.0
pitono,0.0,28.0
pitosari,1.0,0.0
pitoy,0.0,3.0
pitoyo,2.0,27.0
pitoyowati,1.0,0.0
pitra,5.0,1.0
pitrayudi,0.0,1.0
pitri,55.0,4.0
pitria,17.0,0.0
pitriadi,0.0,4.0
pitriady,0.0,1.0
pitriah,8.0,0.0
pitriahningsih,1.0,0.0
pitriana,17.0,0.0
pitrianah,1.0,0.0
pitriani,45.0,0.0
pitriansah,0.0,1.0
pitriansyah,0.0,6.0
pitrianto,0.0,2.0
pitriati,3.0,0.0
pitrijal,0.0,1.0
pitrilia,1.0,0.0
pitrin,2.0,1.0
pitriono,0.0,1.0
pitriya,7.0,0.0
pitriyadi,0.0,3.0
pitriyah,3.0,0.0
pitriyana,6.0,0.0
pitriyani,18.0,0.0
pitriyanti,2.0,0.0
pitriyanto,0.0,3.0
pitriyasi,1.0,0.0
pitriyo,0.0,1.0
pitriyono,0.0,1.0
pitrotul,1.0,0.0
pitta,3.0,0.0
pittaloka,1.0,0.0
pitter,0.0,3.0
pitterson,0.0,1.0
pitti,1.0,0.0
pittiri,1.0,0.0
pitu,0.0,1.0
pituah,0.0,1.0
pitulas,1.0,1.0
pitut,0.0,1.0
pitwan,0.0,1.0
piu,1.0,0.0
piudiati,2.0,0.0
piul,0.0,1.0
pius,2.0,28.0
piusta,1.0,0.0
pivi,1.0,0.0
piw,2.0,0.0
piwelasih,1.0,0.0
pixel,0.0,1.0
pixie,1.0,0.0
piy,0.0,1.0
piyah,4.0,0.0
piyan,0.0,1.0
piyana,3.0,0.0
piyani,1.0,0.0
piyanti,4.0,0.0
piyanto,0.0,2.0
piyanty,1.0,0.0
piyar,0.0,1.0
piyari,1.0,0.0
piyatno,0.0,1.0
piyem,1.0,0.0
piyonita,1.0,0.0
piyono,0.0,1.0
piyus,0.0,1.0
pizai,0.0,1.0
pj,0.0,1.0
pk,2.0,0.0
pl,1.0,2.0
placa,1.0,0.0
planash,0.0,1.0
plani,1.0,2.0
planko,0.0,1.0
plara,1.0,0.0
plarin,2.0,0.0
plasida,2.0,0.0
plasidia,1.0,0.0
plasidius,0.0,1.0
plasidus,0.0,3.0
plasino,0.0,1.0
plasma,0.0,1.0
plaviana,1.0,0.0
plavianus,0.0,1.0
plekhelma,1.0,0.0
pleming,1.0,0.0
pleta,0.0,1.0
plewan,1.0,0.0
ploit,1.0,0.0
plopianus,0.0,1.0
plora,1.0,0.0
plorensi,1.0,0.0
plorensia,1.0,0.0
plores,0.0,1.0
plori,0.0,1.0
plue,0.0,1.0
plustand,1.0,0.0
pm,1.0,7.0
pmalikan,0.0,1.0
pmtmangalindung,0.0,1.0
pn,1.0,3.0
pnaten,0.0,1.0
pniel,0.0,2.0
po,23.0,5.0
poa,0.0,2.0
poalwi,1.0,0.0
poan,0.0,2.0
poang,2.0,1.0
poby,2.0,1.0
pocay,0.0,1.0
pocerattu,1.0,0.0
podagi,0.0,1.0
podang,6.0,4.0
poddala,1.0,0.0
podding,0.0,1.0
podensia,1.0,0.0
podhi,0.0,3.0
podo,0.0,12.0
podok,0.0,2.0
podong,1.0,2.0
podung,3.0,5.0
poe,2.0,1.0
poedji,1.0,1.0
poedjiarto,0.0,1.0
poedjo,0.0,1.0
poei,1.0,0.0
poeij,0.0,1.0
poeja,0.0,2.0
poemei,1.0,0.0
poen,2.0,1.0
poendey,0.0,1.0
poerba,1.0,0.0
poerbo,0.0,1.0
poerbowo,0.0,1.0
poerdjiomanto,0.0,1.0
poerna,0.0,1.0
poernadji,0.0,1.0
poernamasari,5.0,0.0
poernamawan,0.0,1.0
poernamiati,1.0,0.0
poernomo,1.0,10.0
poerwadi,0.0,1.0
poerwandhari,1.0,0.0
poerwandhinie,1.0,0.0
poerwaningsih,1.0,0.0
poerwantheroe,0.0,1.0
poerwanto,1.0,3.0
poerwantono,0.0,1.0
poerwati,1.0,0.0
poerwo,2.0,1.0
poerwondo,0.0,1.0
poerwono,0.0,3.0
poespa,1.0,0.0
poespita,0.0,1.0
poetink,0.0,1.0
poetiray,1.0,0.0
poetoe,1.0,0.0
poetra,0.0,24.0
poetrama,0.0,1.0
poetranti,1.0,0.0
poetranto,0.0,1.0
poetri,16.0,0.0
poetrie,1.0,0.0
poetry,3.0,0.0
pogaga,1.0,0.0
pogarang,1.0,0.0
pogie,1.0,0.0
pohajouw,1.0,2.0
pohan,13.0,13.0
poherman,0.0,1.0
pohny,1.0,0.0
poi,2.0,1.0
poide,1.0,0.0
poijji,0.0,1.0
poiman,0.0,1.0
poin,0.0,1.0
poing,0.0,1.0
poini,1.0,0.0
poittua,0.0,1.0
poiwo,0.0,1.0
poiyo,1.0,0.0
pojanah,1.0,0.0
poje,0.0,1.0
pojeng,1.0,0.0
pojianto,0.0,1.0
pojoh,1.0,0.0
pokarila,1.0,0.0
poke,0.0,1.0
poki,1.0,0.0
pokin,0.0,1.0
pokkambia,2.0,2.0
pokkombong,0.0,2.0
pokok,0.0,1.0
pola,2.0,1.0
poladan,0.0,1.0
polanagau,2.0,2.0
polanco,0.0,1.0
polanski,0.0,1.0
polas,1.0,0.0
polawan,1.0,0.0
poldo,0.0,1.0
pole,3.0,11.0
polem,1.0,1.0
polen,1.0,0.0
polena,1.0,0.0
polewali,0.0,3.0
poli,0.0,3.0
polia,1.0,0.0
poliak,0.0,2.0
poliana,1.0,0.0
polianto,3.0,3.0
polibaon,0.0,1.0
polido,0.0,2.0
polii,3.0,2.0
polikarpus,0.0,5.0
polim,1.0,1.0
polimbi,0.0,1.0
polin,2.0,5.0
polina,16.0,0.0
polinda,2.0,0.0
polindo,0.0,1.0
polita,1.0,0.0
politon,0.0,1.0
pollatu,0.0,1.0
polli,1.0,0.0
pollo,0.0,1.0
polly,1.0,2.0
polma,2.0,3.0
polmart,0.0,1.0
polmen,0.0,1.0
polmes,0.0,1.0
polnaya,0.0,1.0
polo,0.0,1.0
polonia,1.0,4.0
polopadang,3.0,1.0
poloria,1.0,0.0
polosi,0.0,1.0
polostin,2.0,0.0
poltak,0.0,15.0
polu,4.0,3.0
poluakam,0.0,1.0
poluan,9.0,2.0
poludu,0.0,1.0
polus,0.0,2.0
poly,0.0,1.0
poma,2.0,0.0
pomadi,0.0,1.0
pomal,0.0,1.0
pomandia,0.0,1.0
pomanto,1.0,0.0
pomantow,2.0,0.0
pombaso,1.0,0.0
pombo,1.0,0.0
pomi,0.0,4.0
pomiansyah,0.0,1.0
pomisri,1.0,0.0
pomo,0.0,1.0
pompi,0.0,1.0
pompidu,0.0,1.0
pon,2.0,3.0
pona,1.0,2.0
ponadi,0.0,1.0
ponah,2.0,0.0
ponaji,0.0,4.0
ponali,0.0,1.0
ponamon,1.0,0.0
ponandar,0.0,1.0
ponang,0.0,1.0
ponanti,1.0,0.0
ponar,0.0,1.0
ponari,0.0,3.0
ponasih,3.0,0.0
ponatim,1.0,0.0
ponatin,3.0,0.0
ponatun,2.0,0.0
ponawi,0.0,1.0
ponayati,1.0,0.0
ponco,3.0,36.0
poncosilo,0.0,1.0
poncosilowati,1.0,0.0
poncowati,3.0,1.0
ponda,0.0,3.0
pondaag,10.0,13.0
pondan,1.0,1.0
pondapotan,0.0,1.0
pondariyanti,1.0,0.0
pondete,2.0,1.0
pondi,2.0,2.0
pondinah,1.0,0.0
pondirianto,0.0,1.0
pondra,0.0,1.0
pone,1.0,0.0
ponea,0.0,1.0
poneah,1.0,0.0
ponedi,0.0,1.0
ponem,3.0,0.0
ponen,0.0,2.0
ponenten,2.0,0.0
poneran,0.0,1.0
pones,0.0,1.0
pong,6.0,7.0
ponga,0.0,1.0
pongajouw,1.0,0.0
pongaman,0.0,1.0
ponganan,4.0,6.0
pongantung,3.0,7.0
pongaran,0.0,2.0
pongarrang,1.0,0.0
pongaya,1.0,0.0
pongballo,0.0,1.0
pongbulaan,0.0,2.0
pongdatu,8.0,3.0
pongdengen,1.0,0.0
pongenda,0.0,1.0
pongga,0.0,1.0
ponggalo,1.0,1.0
ponggeng,0.0,1.0
pongkala,1.0,0.0
pongkalua,1.0,0.0
pongkaluak,0.0,1.0
pongkarung,1.0,0.0
pongkidin,1.0,0.0
pongkiding,0.0,2.0
pongky,0.0,1.0
ponglabba,5.0,3.0
ponglen,1.0,0.0
pongli,0.0,1.0
pongliling,0.0,1.0
ponglimbong,1.0,2.0
ponglu,0.0,2.0
pongmanapa,0.0,2.0
pongmangallo,0.0,1.0
pongmararre,0.0,1.0
pongngarrang,1.0,0.0
pongnupa,1.0,3.0
pongo,0.0,4.0
pongoh,3.0,3.0
pongoliu,0.0,1.0
pongpadati,2.0,0.0
pongpare,0.0,1.0
pongparirak,0.0,1.0
pongpuyo,0.0,1.0
pongrante,0.0,1.0
pongrapi,1.0,1.0
pongrara,2.0,1.0
pongrawanna,1.0,0.0
pongrekun,0.0,1.0
pongrinding,4.0,0.0
pongsalu,0.0,1.0
pongsapan,2.0,1.0
pongsendana,0.0,1.0
pongsibanne,0.0,1.0
pongsibidang,0.0,1.0
pongsimpin,1.0,1.0
pongsirante,1.0,1.0
pongsitandi,2.0,0.0
pongsituyu,1.0,0.0
pongsumae,0.0,1.0
pongsumben,0.0,2.0
pongtanggo,1.0,3.0
pongtaruk,1.0,0.0
pongtasik,0.0,5.0
pongtengko,1.0,0.0
pongtiangin,1.0,0.0
pongtiku,4.0,5.0
pongtimbang,1.0,1.0
pongtoban,0.0,1.0
pongtulak,0.0,1.0
pongtuluran,3.0,10.0
pongturunan,1.0,0.0
pongutan,0.0,1.0
poni,20.0,2.0
ponia,2.0,0.0
poniadi,0.0,1.0
poniah,17.0,0.0
poniansyah,0.0,2.0
ponianto,0.0,2.0
poniarti,1.0,0.0
poniasih,4.0,0.0
poniasri,1.0,0.0
poniati,6.0,0.0
poniawati,2.0,0.0
ponida,1.0,0.0
ponidah,1.0,0.0
ponidi,0.0,49.0
ponidjah,1.0,0.0
ponidjan,0.0,3.0
ponidjem,1.0,0.0
ponidjo,1.0,3.0
poniem,6.0,0.0
ponija,1.0,0.0
ponijah,9.0,0.0
ponijan,0.0,19.0
ponijem,7.0,0.0
poniji,0.0,1.0
ponijo,0.0,3.0
ponika,2.0,0.0
ponikem,9.0,1.0
ponikin,0.0,1.0
ponilah,4.0,0.0
ponima,1.0,0.0
ponimah,14.0,0.0
poniman,0.0,57.0
ponimen,0.0,1.0
ponimi,1.0,0.0
ponimin,0.0,24.0
poningsih,3.0,0.0
poninten,16.0,0.0
ponira,3.0,0.0
ponirah,45.0,0.0
poniran,1.0,39.0
ponirem,1.0,0.0
poniren,0.0,1.0
ponirim,0.0,1.0
ponirin,0.0,17.0
poniro,0.0,1.0
ponis,0.0,1.0
ponisah,11.0,0.0
ponisih,8.0,0.0
poniso,0.0,1.0
ponisri,10.0,0.0
ponita,1.0,0.0
poniti,16.0,0.0
poniton,0.0,1.0
ponitri,2.0,0.0
ponium,1.0,0.0
poniyah,13.0,0.0
poniyam,2.0,0.0
poniyanti,1.0,0.0
poniyati,3.0,0.0
poniyem,67.0,2.0
ponizah,1.0,0.0
ponnariono,0.0,1.0
ponni,1.0,0.0
ponnia,1.0,0.0
ponniro,0.0,1.0
ponno,2.0,1.0
pono,1.0,17.0
ponomban,2.0,2.0
ponsa,1.0,2.0
ponsdwicha,0.0,1.0
ponsensius,0.0,1.0
ponsiah,1.0,0.0
ponsianus,0.0,5.0
pontas,0.0,2.0
ponti,3.0,1.0
pontia,0.0,1.0
pontianus,0.0,1.0
pontir,0.0,1.0
pontisari,1.0,0.0
pontiy,0.0,1.0
pontjowulan,1.0,0.0
ponto,0.0,2.0
pontoh,4.0,3.0
pontolaeng,1.0,2.0
pontolondo,1.0,2.0
pontolowakang,0.0,1.0
pontonuwu,1.0,1.0
pontulak,0.0,1.0
pontus,1.0,0.0
ponu,1.0,0.0
pony,0.0,1.0
poo,2.0,1.0
pooe,1.0,0.0
pooh,1.0,0.0
pooja,2.0,0.0
popalo,1.0,4.0
popang,10.0,13.0
popi,7.0,1.0
popo,0.0,5.0
popon,4.0,1.0
popong,1.0,3.0
poppanda,0.0,1.0
poppi,2.0,0.0
poppie,1.0,0.0
poppilea,1.0,0.0
poppy,32.0,8.0
popung,0.0,1.0
popy,16.0,2.0
por,1.0,1.0
pora,3.0,4.0
poraen,0.0,1.0
porajauw,1.0,1.0
porajouw,4.0,6.0
porajouwiriene,1.0,0.0
porajow,2.0,3.0
porandi,0.0,1.0
porang,0.0,1.0
porat,0.0,1.0
porayouw,1.0,0.0
porayow,1.0,0.0
porbiyanto,0.0,1.0
porbo,0.0,2.0
porbowati,1.0,0.0
pore,1.0,0.0
poreana,1.0,0.0
poret,1.0,0.0
pori,1.0,1.0
porida,1.0,0.0
poring,1.0,0.0
poriyana,1.0,0.0
porjiati,1.0,0.0
porlian,1.0,0.0
porma,0.0,1.0
porman,0.0,1.0
pormawan,0.0,1.0
pormelli,0.0,1.0
pormila,1.0,0.0
porna,1.0,0.0
pornama,0.0,2.0
pornomo,1.0,14.0
poro,0.0,1.0
porode,0.0,1.0
porodisanty,1.0,0.0
porres,0.0,1.0
portabello,1.0,1.0
portam,0.0,1.0
portasius,0.0,1.0
portinain,1.0,5.0
portuna,1.0,3.0
portunella,1.0,0.0
porwandi,0.0,1.0
porwaningsih,1.0,0.0
porwanti,1.0,0.0
porwanto,0.0,13.0
porwantoro,0.0,1.0
porwati,2.0,0.0
porwianto,0.0,1.0
porwijanti,1.0,0.0
porwito,0.0,2.0
porwoko,0.0,1.0
porwoto,0.0,1.0
pory,1.0,0.0
poryanti,1.0,0.0
posentinggari,0.0,1.0
poseratu,1.0,3.0
posi,1.0,0.0
posia,1.0,0.0
posilan,0.0,1.0
posiskovha,1.0,0.0
posma,1.0,6.0
posman,0.0,3.0
posmauli,0.0,1.0
posmawati,1.0,0.0
poson,1.0,0.0
pospita,1.0,0.0
posse,2.0,1.0
possenti,1.0,1.0
possumah,2.0,0.0
post,0.0,1.0
posta,0.0,1.0
posu,0.0,1.0
posul,0.0,1.0
posumah,4.0,0.0
posya,0.0,1.0
potabuga,3.0,3.0
pote,0.0,1.0
poten,1.0,0.0
poteng,1.0,0.0
poti,1.0,0.0
potie,0.0,1.0
potingah,1.0,0.0
poto,0.0,4.0
potong,0.0,1.0
potronela,1.0,0.0
potta,0.0,1.0
pottimbang,0.0,2.0
potto,2.0,1.0
pou,4.0,2.0
poula,1.0,0.0
poulina,1.0,0.0
poulus,0.0,1.0
pouran,2.0,0.0
pouw,0.0,1.0
povy,4.0,0.0
powell,0.0,1.0
power,0.0,3.0
powor,1.0,0.0
powsia,1.0,0.0
poy,0.0,1.0
poyan,0.0,1.0
poying,0.0,1.0
poyono,0.0,1.0
poywo,0.0,1.0
pp,3.0,4.0
pppppppppp,0.0,1.0
ppriyanto,0.0,1.0
pr,2.0,2.0
pra,3.0,8.0
praadisti,0.0,1.0
praba,4.0,2.0
prabadi,0.0,1.0
prabakti,0.0,5.0
praban,0.0,1.0
prabandana,0.0,1.0
prabandani,0.0,1.0
prabandari,11.0,0.0
prabandaru,0.0,2.0
prabandi,0.0,1.0
prabangkara,0.0,1.0
prabaningdyah,1.0,0.0
prabarani,1.0,0.0
prabarini,1.0,0.0
prabaskara,0.0,1.0
prabasulistya,0.0,1.0
prabaswara,1.0,10.0
prabasworo,0.0,2.0
prabawa,3.0,11.0
prabawan,0.0,1.0
prabawani,4.0,1.0
prabawati,6.0,0.0
prabawaty,2.0,0.0
prabawisnu,0.0,1.0
prabayanti,1.0,0.0
prabayar,0.0,1.0
prabdiva,0.0,1.0
prabekty,0.0,1.0
prabima,0.0,1.0
prabo,0.0,1.0
praboe,0.0,1.0
prabowo,13.0,303.0
prabra,1.0,0.0
prabu,1.0,39.0
prabudi,0.0,6.0
prabukalma,0.0,1.0
prabuningrat,0.0,1.0
prabutama,0.0,1.0
pracahaya,0.0,1.0
pracahyo,0.0,1.0
pracaya,0.0,1.0
prachi,1.0,0.0
prachoso,0.0,1.0
pracilia,2.0,0.0
pracilisa,1.0,0.0
pracillya,1.0,0.0
pracinta,1.0,0.0
praciska,1.0,0.0
pracita,1.0,0.0
pracoso,0.0,1.0
pracoyo,0.0,3.0
prada,8.0,6.0
pradafa,0.0,1.0
pradah,1.0,1.0
pradana,21.0,586.0
pradanansyah,0.0,1.0
pradanatri,0.0,1.0
pradani,6.0,7.0
pradania,1.0,0.0
pradaningrum,1.0,0.0
pradaniputri,1.0,0.0
pradanita,1.0,0.0
pradanti,1.0,0.0
pradantis,1.0,0.0
pradanu,0.0,1.0
pradarma,0.0,2.0
pradasa,0.0,1.0
pradasananta,0.0,1.0
pradasari,2.0,0.0
pradasary,1.0,0.0
pradata,0.0,1.0
pradatya,3.0,0.0
pradawahyuningtyas,1.0,0.0
pradea,1.0,0.0
pradeddy,0.0,1.0
pradega,0.0,1.0
pradeka,0.0,1.0
pradela,2.0,0.0
pradella,1.0,0.0
pradenda,0.0,1.0
pradeo,0.0,2.0
pradep,1.0,2.0
praderick,0.0,1.0
pradesta,0.0,1.0
pradeta,1.0,1.0
pradetya,2.0,0.0
pradeva,0.0,1.0
pradewa,0.0,1.0
pradhana,0.0,35.0
pradhani,0.0,1.0
pradhanty,1.0,0.0
pradharma,0.0,3.0
pradhasari,1.0,0.0
pradhika,0.0,8.0
pradhini,1.0,0.0
pradhipka,0.0,1.0
pradhipta,0.0,1.0
pradhita,5.0,3.0
pradhitiya,1.0,0.0
pradhitya,0.0,6.0
pradi,0.0,1.0
pradia,0.0,2.0
pradian,0.0,1.0
pradiarka,0.0,1.0
pradiazka,0.0,1.0
pradiba,1.0,0.0
pradicha,0.0,1.0
pradicta,0.0,1.0
pradifa,0.0,3.0
pradifo,0.0,1.0
pradifta,2.0,5.0
pradiftha,0.0,2.0
pradigdo,0.0,1.0
pradigta,3.0,1.0
pradigya,1.0,0.0
pradika,6.0,24.0
pradikha,0.0,2.0
pradikta,3.0,5.0
pradila,6.0,0.0
pradilla,1.0,1.0
pradima,0.0,1.0
pradina,17.0,0.0
